0 0;0 1
123457252 12341448;123457251 12341448
123457004 12341420;123457005 12341420
123457068 12341470;123457069 12341470
123456790 12341432;123456789 12341432
123457068 12341454;123457067 12341454
123456961 12341319;123456960 12341319
123457233 12341391;123457234 12341391
123456876 12341244;123456877 12341244
123457002 12341398;123457001 12341398
123457238 12341470;123457237 12341470
123456907 12341423;123456908 12341423
123456828 12341246;123456829 12341246
123457145 12341281;123457144 12341281
123457071 12341473;123457072 12341473
123456808 12341334;123456809 12341334
123457229 12341251;123457230 12341251
123457014 12341478;123457015 12341478
123456863 12341239;123456864 12341239
123457066 12341316;123457067 12341316
123456824 12341258;123456823 12341258
123456984 12341356;123456983 12341356
123457038 12341402;123457039 12341402
123456824 12341378;123456825 12341378
123456960 12341318;123456961 12341318
123456928 12341328;123456927 12341328
123456980 12341352;123456981 12341352
123456843 12341431;123456843 12341432
123457236 12341370;123457237 12341370
123457048 12341390;123457047 12341390
123457253 12341297;123457252 12341297
123456799 12341411;123456798 12341411
123456844 12341290;123456844 12341289
123456898 12341298;123456897 12341298
123457244 12341480;123457243 12341480
123457090 12341240;123457089 12341240
123456912 12341324;123456911 12341324
123457042 12341406;123457041 12341406
123457005 12341483;123457004 12341483
123457056 12341284;123457057 12341284
123457115 12341387;123457116 12341387
123457172 12341312;123457171 12341312
123456819 12341257;123456819 12341258
123457050 12341290;123457050 12341289
123457224 12341246;123457224 12341247
123457082 12341324;123457082 12341323
123457226 12341400;123457225 12341400
123457107 12341451;123457108 12341451
123457139 12341283;123457138 12341283
123457038 12341480;123457037 12341480
123457138 12341448;123457138 12341447
123457008 12341288;123457007 12341288
123456879 12341261;123456878 12341261
123456822 12341306;123456821 12341306
123457058 12341466;123457059 12341466
123456949 12341387;123456950 12341387
123456943 12341285;123456944 12341285
123457196 12341438;123457196 12341437
123457244 12341434;123457244 12341435
123457229 12341265;123457228 12341265
123457090 12341386;123457091 12341386
123457014 12341294;123457014 12341295
123457148 12341282;123457147 12341282
123457266 12341384;123457267 12341384
123456808 12341430;123456809 12341430
123456827 12341299;123456826 12341299
123457270 12341376;123457269 12341376
123457112 12341278;123457112 12341279
123456902 12341436;123456903 12341436
123457193 12341261;123457193 12341260
123457080 12341418;123457079 12341418
123456805 12341447;123456805 12341446
123457184 12341242;123457184 12341241
123457148 12341384;123457149 12341384
123457128 12341256;123457127 12341256
123456863 12341417;123456862 12341417
123457115 12341321;123457114 12341321
123457151 12341321;123457150 12341321
123456974 12341412;123456974 12341413
123457001 12341379;123457000 12341379
123457148 12341264;123457149 12341264
123456939 12341465;123456938 12341465
123457147 12341353;123457146 12341353
123457066 12341264;123457065 12341264
123457025 12341359;123457026 12341359
123456807 12341455;123456808 12341455
123456838 12341278;123456837 12341278
123457022 12341348;123457023 12341348
123457075 12341453;123457076 12341453
123457210 12341478;123457209 12341478
123457074 12341352;123457073 12341352
123456906 12341366;123456906 12341367
123457210 12341416;123457211 12341416
123457219 12341343;123457220 12341343
123456873 12341245;123456873 12341246
123457278 12341398;123457279 12341398
123457115 12341267;123457116 12341267
123456890 12341388;123456889 12341388
123457133 12341341;123457134 12341341
123457271 12341327;123457270 12341327
123457079 12341425;123457080 12341425
123456808 12341366;123456807 12341366
123456827 12341367;123456828 12341367
123456974 12341434;123456974 12341433
123456790 12341298;123456789 12341298
123457257 12341379;123457256 12341379
123456851 12341333;123456852 12341333
123456847 12341393;123456846 12341393
123456937 12341363;123456936 12341363
123456918 12341244;123456919 12341244
123457284 12341320;123457285 12341320
123456969 12341427;123456968 12341427
123456965 12341357;123456966 12341357
123457040 12341400;123457040 12341399
123457225 12341287;123457224 12341287
123456814 12341386;123456815 12341386
123456822 12341394;123456821 12341394
123456819 12341447;123456820 12341447
123457176 12341390;123457176 12341389
123457185 12341239;123457185 12341238
123457083 12341309;123457084 12341309
123456926 12341374;123456927 12341374
123457072 12341272;123457072 12341271
123456868 12341454;123456869 12341454
123457138 12341474;123457139 12341474
123456906 12341332;123456905 12341332
123456982 12341326;123456983 12341326
123457120 12341414;123457121 12341414
123456874 12341434;123456875 12341434
123457040 12341402;123457040 12341401
123456799 12341291;123456800 12341291
123456971 12341299;123456970 12341299
123456849 12341337;123456848 12341337
123456910 12341288;123456909 12341288
123456872 12341256;123456873 12341256
123457175 12341341;123457176 12341341
123456811 12341331;123456810 12341331
123456896 12341426;123456896 12341427
123456913 12341463;123456913 12341462
123456819 12341475;123456819 12341474
123457231 12341339;123457231 12341340
123456901 12341429;123456901 12341430
123457186 12341360;123457185 12341360
123457244 12341370;123457244 12341369
123457212 12341354;123457213 12341354
123456878 12341408;123456878 12341409
123456800 12341408;123456799 12341408
123457197 12341245;123457198 12341245
123457017 12341469;123457018 12341469
123457068 12341334;123457069 12341334
123456936 12341470;123456937 12341470
123457214 12341286;123457213 12341286
123457067 12341335;123457068 12341335
123456968 12341394;123456967 12341394
123456998 12341252;123456999 12341252
123456815 12341389;123456814 12341389
123457030 12341480;123457031 12341480
123456855 12341417;123456855 12341416
123457058 12341442;123457059 12341442
123457239 12341397;123457240 12341397
123456930 12341316;123456930 12341317
123456860 12341324;123456860 12341325
123457036 12341278;123457036 12341279
123456938 12341284;123456937 12341284
123456941 12341327;123456942 12341327
123456989 12341447;123456988 12341447
123457163 12341403;123457164 12341403
123457019 12341313;123457018 12341313
123457082 12341302;123457083 12341302
123456991 12341295;123456990 12341295
123457256 12341296;123457256 12341297
123457242 12341468;123457241 12341468
123456876 12341434;123456877 12341434
123456818 12341236;123456819 12341236
123456851 12341247;123456850 12341247
123457264 12341278;123457264 12341277
123457274 12341476;123457275 12341476
123457207 12341303;123457208 12341303
123456916 12341312;123456916 12341311
123457172 12341378;123457171 12341378
123457247 12341399;123457246 12341399
123457090 12341478;123457091 12341478
123456790 12341306;123456789 12341306
123456902 12341238;123456903 12341238
123457021 12341447;123457022 12341447
123457268 12341348;123457267 12341348
123457184 12341260;123457184 12341259
123457006 12341366;123457005 12341366
123457094 12341450;123457094 12341451
123456926 12341294;123456925 12341294
123456986 12341276;123456987 12341276
123457261 12341279;123457261 12341278
123457287 12341383;123457287 12341384
123456912 12341268;123456912 12341269
123457032 12341352;123457033 12341352
123456835 12341275;123456834 12341275
123456944 12341408;123456943 12341408
123457132 12341442;123457131 12341442
123457024 12341306;123457023 12341306
123456923 12341281;123456923 12341280
123457161 12341263;123457161 12341262
123456963 12341447;123456962 12341447
123457178 12341456;123457179 12341456
123457019 12341325;123457020 12341325
123457094 12341354;123457093 12341354
123457016 12341290;123457016 12341291
123456922 12341398;123456921 12341398
123457015 12341367;123457014 12341367
123457063 12341275;123457063 12341274
123456899 12341335;123456900 12341335
123457191 12341275;123457192 12341275
123457051 12341371;123457052 12341371
123457181 12341303;123457181 12341304
123456808 12341238;123456807 12341238
123456928 12341310;123456929 12341310
123457167 12341315;123457168 12341315
123456977 12341393;123456977 12341392
123457124 12341298;123457125 12341298
123456945 12341465;123456945 12341466
123456799 12341383;123456800 12341383
123456959 12341283;123456960 12341283
123457000 12341410;123457001 12341410
123456839 12341359;123456840 12341359
123456830 12341356;123456830 12341355
123456833 12341259;123456832 12341259
123457041 12341407;123457040 12341407
123456875 12341281;123456874 12341281
123457190 12341446;123457191 12341446
123456884 12341336;123456885 12341336
123457240 12341386;123457241 12341386
123456889 12341425;123456890 12341425
123457112 12341470;123457113 12341470
123456839 12341277;123456839 12341278
123456870 12341438;123456871 12341438
123457082 12341432;123457083 12341432
123457195 12341381;123457194 12341381
123456903 12341297;123456903 12341296
123456871 12341277;123456872 12341277
123456901 12341341;123456900 12341341
123456885 12341347;123456885 12341346
123456817 12341329;123456818 12341329
123456936 12341258;123456935 12341258
123456990 12341478;123456989 12341478
123456849 12341377;123456849 12341378
123457273 12341289;123457272 12341289
123457028 12341236;123457027 12341236
123457230 12341396;123457229 12341396
123456824 12341390;123456824 12341391
123457187 12341303;123457186 12341303
123456803 12341449;123456803 12341448
123457004 12341404;123457003 12341404
123456803 12341389;123456804 12341389
123457223 12341369;123457223 12341368
123457015 12341433;123457016 12341433
123457239 12341259;123457238 12341259
123457176 12341438;123457175 12341438
123456939 12341329;123456938 12341329
123456853 12341451;123456854 12341451
123456942 12341258;123456941 12341258
123456845 12341363;123456845 12341364
123457074 12341392;123457075 12341392
123457142 12341424;123457143 12341424
123457004 12341294;123457003 12341294
123457181 12341477;123457180 12341477
123456944 12341364;123456944 12341363
123457146 12341248;123457146 12341249
123457183 12341385;123457183 12341384
123457231 12341357;123457231 12341358
123456993 12341239;123456994 12341239
123456868 12341318;123456867 12341318
123456818 12341288;123456819 12341288
123457148 12341280;123457149 12341280
123457181 12341465;123457182 12341465
123457036 12341240;123457035 12341240
123456796 12341412;123456796 12341413
123456954 12341282;123456953 12341282
123457121 12341317;123457122 12341317
123456890 12341338;123456891 12341338
123457151 12341405;123457152 12341405
123457174 12341284;123457175 12341284
123457177 12341289;123457176 12341289
123456820 12341428;123456819 12341428
123456827 12341345;123456826 12341345
123457201 12341317;123457200 12341317
123457240 12341364;123457239 12341364
123457001 12341241;123457000 12341241
123457177 12341365;123457177 12341364
123457127 12341399;123457128 12341399
123457067 12341441;123457066 12341441
123457279 12341253;123457280 12341253
123456981 12341335;123456982 12341335
123457142 12341364;123457143 12341364
123456917 12341271;123456918 12341271
123457226 12341356;123457226 12341355
123456972 12341314;123456972 12341313
123457280 12341462;123457281 12341462
123457150 12341316;123457149 12341316
123456803 12341435;123456804 12341435
123457095 12341409;123457095 12341408
123456961 12341247;123456960 12341247
123457055 12341315;123457055 12341314
123456960 12341430;123456960 12341431
123457264 12341262;123457265 12341262
123457284 12341360;123457283 12341360
123457154 12341264;123457155 12341264
123457166 12341326;123457165 12341326
123457231 12341323;123457232 12341323
123456800 12341306;123456799 12341306
123456919 12341311;123456920 12341311
123457232 12341408;123457231 12341408
123457068 12341308;123457068 12341307
123457265 12341269;123457264 12341269
